Id,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,False
432,Purugly,Normal,,452,71,82,64,64,59,112,4,False
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False
193,Yanma,Bug,Flying,390,65,65,45,75,45,95,2,False
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,False
505,Watchog,Normal,,420,60,85,69,60,69,77,5,False
138,Omanyte,Rock,Water,355,35,40,100,90,55,35,1,False
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,False
378,Regice,Ice,,580,80,50,100,100,200,50,3,True
224,Octillery,Water,,480,75,105,75,105,75,45,2,False
720,HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,True
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False
254,SceptileMega Sceptile,Grass,Dragon,630,70,110,75,145,85,145,3,False
408,Cranidos,Rock,,350,67,125,40,30,30,58,4,False
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False
268,Cascoon,Bug,,205,50,35,55,25,25,15,3,False
379,Registeel,Steel,,580,80,75,150,75,150,50,3,True
610,Axew,Dragon,,320,46,87,60,30,40,57,5,False
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False
498,Tepig,Fire,,308,65,63,45,45,45,45,5,False
200,Misdreavus,Ghost,,435,60,60,60,85,85,85,2,False
61,Poliwhirl,Water,,385,65,65,65,50,50,90,1,False
79,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,1,False
26,Raichu,Electric,,485,60,90,55,90,80,110,1,False
136,Flareon,Fire,,525,65,130,60,95,110,65,1,False
298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,False
236,Tyrogue,Fighting,,210,35,35,35,35,35,35,2,False
253,Grovyle,Grass,,405,50,65,45,85,65,95,3,False
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,True
208,Steelix,Steel,Ground,510,75,85,200,55,65,30,2,False
720,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,True
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False
175,Togepi,Fairy,,245,35,20,65,40,65,20,2,False
265,Wurmple,Bug,,195,45,45,35,20,30,20,3,False
81,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
247,Pupitar,Rock,Ground,410,70,84,70,65,70,51,2,False
614,Beartic,Ice,,485,95,110,80,70,80,50,5,False
362,Glalie,Ice,,480,80,80,80,80,80,80,3,False
312,Minun,Electric,,405,60,40,50,75,85,95,3,False
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True
198,Murkrow,Dark,Flying,405,60,85,42,85,42,91,2,False
339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,False
293,Whismur,Normal,,240,64,51,23,51,23,28,3,False
212,ScizorMega Scizor,Bug,Steel,600,70,150,140,65,100,75,2,False
692,Clauncher,Water,,330,50,53,62,58,63,44,6,False
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,False
227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,True
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False
619,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,False
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,False
368,Gorebyss,Water,,485,55,84,105,114,75,52,3,False
700,Sylveon,Fairy,,525,95,65,65,110,130,60,6,False
550,Basculin,Water,,460,70,92,65,80,55,98,5,False
718,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,True
220,Swinub,Ice,Ground,250,50,50,40,30,30,50,2,False
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False
711,GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,False
110,Weezing,Poison,,490,65,90,120,85,70,60,1,False
390,Chimchar,Fire,,309,44,58,44,58,44,61,4,False
221,Piloswine,Ice,Ground,450,100,100,80,60,60,50,2,False
183,Marill,Water,Fairy,250,70,20,50,20,50,40,2,False
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False
572,Minccino,Normal,,300,55,50,40,40,40,75,5,False
281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,False
55,Golduck,Water,,500,80,82,78,95,80,85,1,False
258,Mudkip,Water,,310,50,70,50,50,50,40,3,False
271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,False
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False
479,RotomWash Rotom,Electric,Water,520,50,65,107,105,107,86,4,False
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False
182,Bellossom,Grass,,490,75,80,95,90,100,50,2,False
134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False
386,DeoxysAttack Forme,Psychic,,600,50,180,20,180,20,150,3,True
273,Seedot,Grass,,220,40,40,50,30,30,30,3,False
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False
412,Burmy,Bug,,224,40,29,45,29,45,36,4,False
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False
84,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
217,Ursaring,Normal,,500,90,130,75,75,75,55,2,False
352,Kecleon,Normal,,440,60,90,70,60,120,40,3,False
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,False
212,Scizor,Bug,Steel,500,70,130,100,55,80,65,2,False
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,False
396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,False
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,False
180,Flaaffy,Electric,,365,70,55,55,80,60,45,2,False
205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False
555,DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,False
646,KyuremWhite Kyurem,Dragon,Ice,700,125,120,90,170,100,95,5,True
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False
235,Smeargle,Normal,,250,55,20,35,20,45,75,2,False
225,Delibird,Ice,Flying,330,45,55,45,65,45,75,2,False
422,Shellos,Water,,325,76,48,48,57,62,34,4,False
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False
349,Feebas,Water,,200,20,15,20,10,55,80,3,False
152,Chikorita,Grass,,318,45,49,65,49,65,45,2,False
16,Pidgey,Normal,Flying,251,40,45,40,35,35,56,1,False
313,Volbeat,Bug,,400,65,73,55,47,75,85,3,False
52,Meowth,Normal,,290,40,45,35,40,40,90,1,False
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,False
305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,False
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False
358,Chimecho,Psychic,,425,65,50,70,95,80,65,3,False
168,Ariados,Bug,Poison,390,70,90,70,60,60,40,2,False
189,Jumpluff,Grass,Flying,460,75,55,70,55,95,110,2,False
320,Wailmer,Water,,400,130,70,35,70,35,60,3,False
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,False
371,Bagon,Dragon,,300,45,75,60,40,30,50,3,False
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False
648,MeloettaPirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,5,False
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,False
479,RotomMow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,False
493,Arceus,Normal,,720,120,120,120,120,120,120,4,True
309,Electrike,Electric,,295,40,45,40,65,40,65,3,False
118,Goldeen,Water,,320,45,67,60,35,50,63,1,False
641,TornadusTherian Forme,Flying,,580,79,100,80,110,90,121,5,True
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,False
9,Blastoise,Water,,530,79,83,100,85,105,78,1,False
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,False
177,Natu,Psychic,Flying,320,40,50,45,70,45,70,2,False
294,Loudred,Normal,,360,84,71,43,71,43,48,3,False
185,Sudowoodo,Rock,,410,70,100,115,30,65,30,2,False
386,DeoxysNormal Forme,Psychic,,600,50,150,50,150,50,150,3,True
719,DiancieMega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,True
254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False
210,Granbull,Fairy,,450,90,120,75,60,60,45,2,False
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,False
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,False
678,MeowsticMale,Psychic,,466,74,48,76,83,81,104,6,False
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,False
710,PumpkabooSuper Size,Ghost,Grass,335,59,66,70,44,55,41,6,False
131,Lapras,Water,Ice,535,130,85,80,85,95,60,1,False
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,False
163,Hoothoot,Normal,Flying,262,60,30,30,36,56,50,2,False
101,Electrode,Electric,,480,60,50,70,80,80,140,1,False
99,Kingler,Water,,475,55,130,115,50,50,75,1,False
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,False
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,False
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,False
503,Samurott,Water,,528,95,100,85,108,70,70,5,False
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,False
181,Ampharos,Electric,,510,90,75,85,115,90,55,2,False
264,Linoone,Normal,,420,78,70,61,50,61,100,3,False
260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False
80,SlowbroMega Slowbro,Water,Psychic,590,95,75,180,130,80,30,1,False
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,False
270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,False
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,False
156,Quilava,Fire,,405,58,64,58,80,65,80,2,False
673,Gogoat,Grass,,531,123,100,62,97,81,68,6,False
171,Lanturn,Water,Electric,460,125,58,58,76,76,67,2,False
202,Wobbuffet,Psychic,,405,190,33,58,33,58,33,2,False
296,Makuhita,Fighting,,237,72,60,30,20,30,25,3,False
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False
149,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,False
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,False
381,LatiosMega Latios,Dragon,Psychic,700,80,130,100,160,120,110,3,True
19,Rattata,Normal,,253,30,56,35,25,35,72,1,False
278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,False
31,Nidoqueen,Poison,Ground,505,90,92,87,75,85,76,1,False
681,AegislashShield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,False
245,Suicune,Water,,580,100,75,115,90,115,85,2,True
517,Munna,Psychic,,292,76,25,45,67,55,24,5,False
130,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
308,MedichamMega Medicham,Fighting,Psychic,510,60,100,85,80,85,100,3,False
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False
318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,False
353,Shuppet,Ghost,,295,44,75,35,63,33,45,3,False
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,True
219,Magcargo,Fire,Rock,410,50,50,120,80,80,30,2,False
283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,False
150,Mewtwo,Psychic,,680,106,110,90,154,90,130,1,True
121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,False
605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,False
184,Azumarill,Water,Fairy,420,100,50,80,60,80,50,2,False
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,False
124,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,False
103,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,105,125,100,60,100,100,1,False
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,True
71,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
92,Gastly,Ghost,Poison,310,30,35,30,100,35,80,1,False
78,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
404,Luxio,Electric,,363,60,85,49,60,49,60,4,False
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,False
242,Blissey,Normal,,540,255,10,10,75,135,55,2,False
54,Psyduck,Water,,320,50,52,48,65,50,55,1,False
43,Oddish,Grass,Poison,320,45,50,55,75,65,30,1,False
363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,False
246,Larvitar,Rock,Ground,300,50,64,50,45,50,41,2,False
321,Wailord,Water,,500,170,90,45,90,45,60,3,False
179,Mareep,Electric,,280,55,40,40,65,45,35,2,False
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False
672,Skiddo,Grass,,350,66,65,48,62,57,52,6,False
359,Absol,Dark,,465,65,130,60,75,60,75,3,False
6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
93,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
153,Bayleef,Grass,,405,60,62,80,63,80,60,2,False
613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,False
306,AggronMega Aggron,Steel,,630,70,140,230,60,80,50,3,False
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,False
13,Weedle,Bug,Poison,195,40,35,30,20,20,50,1,False
39,Jigglypuff,Normal,Fairy,270,115,45,20,45,25,20,1,False
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,False
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,False
172,Pichu,Electric,,205,20,40,15,35,35,60,2,False
132,Ditto,Normal,,288,48,48,48,48,48,48,1,False
711,GourgeistLarge Size,Ghost,Grass,494,75,95,122,58,75,69,6,False
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,False
647,KeldeoResolute Forme,Water,Fighting,580,91,72,90,129,90,108,5,False
600,Klang,Steel,,440,60,80,95,70,85,50,5,False
502,Dewott,Water,,413,75,75,60,83,60,60,5,False
616,Shelmet,Bug,,305,50,40,85,40,65,25,5,False
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,False
9,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
642,ThundurusTherian Forme,Electric,Flying,580,79,105,70,145,80,101,5,True
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,False
646,KyuremBlack Kyurem,Dragon,Ice,700,125,170,100,120,90,95,5,True
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False
234,Stantler,Normal,,465,73,95,62,85,65,85,2,False
27,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
75,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
684,Swirlix,Fairy,,341,62,48,66,59,57,49,6,False
682,Spritzee,Fairy,,341,78,52,60,63,65,23,6,False
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,False
327,Spinda,Normal,,360,60,60,60,60,60,60,3,False
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,False
66,Machop,Fighting,,305,70,80,50,35,35,35,1,False
88,Grimer,Poison,,325,80,80,50,40,50,25,1,False
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,False
648,MeloettaAria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,False
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False
326,Grumpig,Psychic,,470,80,45,65,90,110,80,3,False
260,SwampertMega Swampert,Water,Ground,635,100,150,110,95,110,70,3,False
355,Duskull,Ghost,,295,20,40,90,30,90,25,3,False
58,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
42,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
6,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,False
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,False
602,Tynamo,Electric,,275,35,55,40,45,40,60,5,False
167,Spinarak,Bug,Poison,250,40,60,40,40,40,30,2,False
196,Espeon,Psychic,,525,65,65,60,130,95,110,2,False
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False
693,Clawitzer,Water,,500,71,73,88,120,89,59,6,False
6,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
4,Charmander,Fire,,309,39,52,43,60,50,65,1,False
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False
338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,False
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,False
670,Floette,Fairy,,371,54,45,47,75,98,52,6,False
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,False
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,False
